 ,PARTNERNR,last_name,first_name,TEL_PORTAL_MOBIL,EMAIL_PORTAL,GEB_D,GESCHLECHT,SPRACHE,STRASSE,HAUSNUMMER,PLZ,ORT,LAND,ZAHLUNGSPROFIL,ZAHLUNGSMITTEL_INKASSO ,ZAHLUNGSADRESSETYP_INKASSO,BANK_INKASSO,ZAHLUNGSMITTEL_EXKASSO,ZAHLUNGSADRESSETYP_EXKASSO,BANK_EXKASSO,GRUNDVERSICHERUNG_MODELL,PRODUKT,PRODUKT_PORTFOLIO,GESETZ,PRODUKTEPRÄMIE,GESAMTPRÄMIE,HAUSARZT,FRANCHISE
100816967,100816967,Gobbo,Julie,41983448792,Julie.Gobbo@mymail.com,9/5/1993,w,DE,Weichlerrain,10,4665,Oftringen,CH,H+,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,DENTAplus,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,DENTAplus,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","413.65,47.55,14,3.4,",478.6,  ,300
100816967,100816967,Gobbo,Julie,41983448792,Julie.Gobbo@mymail.com,9/5/1993,w,DE,Weichlerrain,10,4665,Oftringen,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,DENTAplus,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,DENTAplus,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","413.65,47.55,14,3.4,",478.6,  ,300
100834398,100834398,Oliveira Martins,Isabel,,,3/14/1982,w,FR,Route de Fettières,1644,74350,Cuvat,FR,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,Banque Cantonale du Valais,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
100841832,100946846,Villars,Sara,41982220514,Sara.Villars@mymail.com,7/19/1987,w,FR,Place du Marché,1,1260,Nyon,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"HOSPITAL FLEX,PRIMEO,WORLD,","Helsana BeneFit PLUS Hausarzt,HOSPITAL FLEX,PRIMEO,WORLD,","KVGO,VVG,VVG,VVG,","476.85,60.55,16.4,7.1,",560.9,E212022 Bria Alexandre,500
100841832,101397266,Berisha,Henri,,,7/2/2023,m,FR,Place du Marché,1,1260,Nyon,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"DENTAplus,HOSPITAL FLEX,PRIMEO,TOP,","Helsana BeneFit PLUS Hausarzt,DENTAplus,HOSPITAL FLEX,PRIMEO,TOP,","KVGO,VVG,VVG,VVG,VVG,","136.55,12.85,9.55,5.45,17.1,",181.5,D288622 Menghrajani Pareesa,0
100841832,100841832,Villars,Yannik,41986220449,Yannik.Villars@mymail.com,11/19/1985,m,FR,Place du Marché,1,1260,Nyon,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"HOSPITAL FLEX,PRIMEO,WORLD,","Helsana BeneFit PLUS Hausarzt,HOSPITAL FLEX,PRIMEO,WORLD,","KVGO,VVG,VVG,VVG,","368.25,38.45,16.4,7.1,",430.2,E212022 Bria Alexandre,2500
100841832,100946847,Villars,Beatrix,,,12/8/2019,w,FR,Place du Marché,1,1260,Nyon,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"DENTAplus,HOSPITAL FLEX,PRIMEO,WORLD,","Helsana BeneFit PLUS Hausarzt,DENTAplus,HOSPITAL FLEX,PRIMEO,WORLD,","KVGO,VVG,VVG,VVG,VVG,","136.55,15.3,9.55,5.45,2.9,",169.75,D288622 Menghrajani Pareesa,0
100875218,100875218,Wolf,Jean-Marc,,,3/19/1970,m,IT,Via Rinaldo Simen,14B,6900,Lugano,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),,"COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","VVG,VVG,VVG,","53.95,23,95.85,",172.8,  ,0
100875218,100875220,Wolf,Robin,,,8/11/1996,m,IT,Via Rinaldo Simen,14B,6900,Lugano,CH,,,,,,,,,"COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","VVG,VVG,VVG,","39.3,19.95,39.95,",99.2,  ,0
100875218,100875219,Wolf,Olga,,,3/27/1970,w,IT,Via Rinaldo Simen,14B,6900,Lugano,CH,,,,,,,,,"COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","COMPLETA,COMPLETA EXTRA,HOSPITAL Privat,","VVG,VVG,VVG,","59.95,23,103.8,",186.75,  ,0
100952225,100952225,Moreira Semedo,Francesco,41986281312,Francesco.MoreiraSemedo@mymail.com,7/21/1974,m,DE,Bruwald,1985,9534,Gähwil,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","469.85,",469.85,I106920 Praxis Sirnach ,300
100961539,100961539,Kern,Annatina,41983319912,Annatina.Kern@mymail.com,1/30/1967,w,FR,Rue de la Tambourine,2,1227,Carouge GE,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BASIS Standard,"COMPLETA,HOSPITAL ECO,","Helsana BASIS Standard,COMPLETA,HOSPITAL ECO,","KVGO,VVG,VVG,","623.35,69.85,4.4,",697.6,  ,300
100986428,100986428,Liechti,Eda,41983066155,Eda.Liechti@mymail.com,3/27/1977,w,FR,Champs des Contours,89G,2857,Montavon,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","348.65,",348.65,  ,2500
100986428,100986429,Liechti,Nikolina,,,4/11/1999,w,FR,Champs des Contours,89G,2857,Montavon,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","273.45,",273.45,  ,2500
100986428,100986430,Liechti,Chantal Octavia,,,9/4/2016,w,FR,Champs des Contours,89G,2857,Montavon,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,","Helsana BeneFit PLUS Telemedizin,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,PREVEA Krankheit,PREVEA Unfall,","KVGO,VVG,VVG,VVG,VVG,VVG,VVG,","121.75,24.55,10,10.2,0,.7,2.4,",169.6,  ,0
101012076,101012076,Rothacher,Ursula,41982579162,Ursula.Rothacher@mymail.com,6/13/1992,w,EN,Winkelriedstrasse,10,3014,Bern,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","380.45,",380.45,  ,2500
101012225,101012225,Park,Kuang Seong,41984245036,KuangSeong.Park@mymail.com,6/19/1994,m,FR,Rue de la croix des Meladi,147,1710,Thoiry,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101026543,101026543,Da Silva Amaral Semblano,Vitor Hugo,41983151288,VitorHugo.DaSilvaAmaralSemblano@mymail.com,6/13/1992,m,FR,Rue du Belvédère,4,1203,Genève,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,ASR (Auszahlungsscheck),,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","409.75,",409.75,  ,2500
101076459,101076459,Schupp,Pierre,41983408370,Pierre.Schupp@mymail.com,7/14/1968,m,FR,Rue du Dr. Albert Schweitzer,31,68920,Wintzenheim,FR,Standardzahler,CH-DD (Swiss Direct Debit),Bankverbindung,PostFinance AG,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,Banque Cantonale Vaudoise,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101095083,101095083,Elhalwagy,Ahmed,41983177980,Ahmed.Elhalwagy@mymail.com,6/23/1996,m,DE,Burenbüchelstrasse,8,9016,St. Gallen,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),,"COMPLETA,COMPLETA EXTRA,","COMPLETA,COMPLETA EXTRA,","VVG,VVG,","38.7,22.8,",61.5,  ,
101106848,101106848,Fessler,Mafalda Katharyna,41983872466,MafaldaKatharyna.Fessler@mymail.com,7/21/1996,w,EN,Heuberg,12,4051,Basel,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","611.95,",611.95,I538212 Vanoni Christian,300
101129060,101129060,Liu,Steven,41985483983,Steven.Liu@mymail.com,11/5/1988,m,FR,Place de la Liberté,9,2520,La Neuveville,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,,"HOSPITAL ECO,TOP,","HOSPITAL ECO,TOP,","VVG,VVG,","2.45,14.8,",17.25,  ,
101160732,101160732,Fritz,Kilchenmann,41983526105,Kilchenmann.Fritz@mymail.com,3/10/1960,w,DE,Flöschägertenweg,17,3127,Mühlethurnen,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,COMPLETA EXTRA,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,","321.95,78.2,27.4,5.7,",433.25,  ,2500
101177629,101177629,Minazzi,Baby,,,3/5/1995,m,DE,Rue du Jura,12,68300,St. Louis,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101190738,101190738,Alagona,Giuseppe,41983609720,Giuseppe.Alagona@mymail.com,7/30/1994,m,FR,Rue Ernest-Roulet,15,2034,Peseux,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Standard,,"Helsana BASIS Standard,","KVGO,","443.65,",443.65,  ,2500
101208310,101208310,Seyfeddine,Mona,41985328668,Mona.Seyfeddine@mymail.com,10/9/1983,w,FR,Etzelstrasse,1,8600,Dübendorf,CH,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"TOP,","Helsana BeneFit PLUS Hausarzt,TOP,","KVGO,VVG,","412.05,18.5,",430.55,V382931 docstation-Gesundheitszentrum Stettbach ,1000
101213374,101213374,Demiri,Betim,41983289648,Betim.Demiri@mymail.com,5/6/1984,m,IT,Avenue du Denantou,8,1006,Lausanne,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","368.25,",368.25,X607222 Neumann Nicolas,2500
101251770,101251770,Thoutberger,Jean-François,,,1/24/1982,m,FR,Rue de la Forêt,13,68560,Ruederbach,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101261891,101261891,Torres Fernandez,Beatriz,41983454146,Beatriz.TorresFernandez@mymail.com,3/23/1997,m,FR,Rue Ernest-Roulet,15,2034,Peseux,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Telemedizin,"COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL ECO,","Helsana BeneFit PLUS Telemedizin,COMPLETA,COMPLETA EXTRA,DENTAplus,HOSPITAL ECO,","KVGO,VVG,VVG,VVG,VVG,","369.65,38.8,22.8,11.1,2.3,",444.65,  ,2500
101292407,101292407,Seppi,Marlies,41986921918,Marlies.Seppi@mymail.com,12/24/1995,w,FR,Impasse de la Pallaz,84,74300,St Sigismond,FR,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101321618,101321618,Wawrzyniak,Simon,,,3/24/1996,m,FR,Chemin des Moulins,273,74540,Alby sur Cheran,FR,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101328362,101328362,Melo,Daniel,41989390717,Daniel.Melo@mymail.com,4/11/1994,m,EN,Untere Lettenstrasse,6,8134,Adliswil,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"COMPLETA,COMPLETA EXTRA,","Helsana BeneFit PLUS Telemedizin,COMPLETA,COMPLETA EXTRA,","KVGO,VVG,VVG,","328.75,38.65,22.8,",390.2,  ,2500
101330682,101330682,Biroubara,Khaled,,,10/8/1995,m,FR,Rue du Maire Reibel,1B,67150,Nordhouse,FR,Standardzahler,LSV (Lastschriftverfahren),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101333306,101333306,Eyangolo,Ghilsian,41987396949,Ghilsian.Eyangolo@mymail.com,5/13/1990,m,FR,Chemin des Crêts-de-Champel,29,1206,Genève,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"SANA,","Helsana BeneFit PLUS Hausarzt,SANA,","KVGO,VVG,","529.05,21.4,",550.45,P378025 Bal Eric,300
101360798,101360798,Kobi,Marco,,,12/30/1979,m,DE,Rosengartenstrasse,12,9214,Kradolf,CH,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","290.15,",290.15,  ,2500
101383342,101383342,Catena,Costantino,41983434993,Costantino.Catena@mymail.com,6/30/2002,m,FR,Route de la Motte,495,74160,Vers,FR,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","170.8,",170.8,  ,300
101400703,101400753,Sellappah,Suganthini,,,7/13/2019,w,DE,Fluestrasse,53,8153,Rümlang,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","Helsana BeneFit PLUS Hausarzt,COMPLETA,DENTAplus,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","KVGO,VVG,VVG,VVG,VVG,","117.05,21.75,7.45,12.8,0,",159.05,Z203731 Arztpraxis Seebach AG ,0
101400703,101400703,Rrahmanaj,Gezim,,,11/18/1979,m,DE,Fluestrasse,53,8153,Rümlang,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,TOP,","KVGO,VVG,VVG,","374.75,2.75,12.15,",389.65,H707331 Gemeinschaftspraxis Rümlang AG ,1500
101400703,101400752,Santomé,Sheyla,,,7/12/2015,w,DE,Fluestrasse,53,8153,Rümlang,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"COMPLETA,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL Halbprivat,Helsana Advocare EXTRA,","KVGO,VVG,VVG,VVG,","117.05,21.75,12.8,0,",151.6,Z203731 Arztpraxis Seebach AG ,0
101400703,101400754,Martel,Yvonne,,,2/6/1983,w,DE,Fluestrasse,53,8153,Rümlang,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,TOP,","KVGO,VVG,VVG,","439.85,2.75,14.25,",456.85,H707331 Gemeinschaftspraxis Rümlang AG ,300
101421501,101421501,Bruhn,Andia Martina,41983199930,Andia.Bruhn@mymail.com,8/24/1987,w,EN,Avenue du Denantou,8,1006,Lausanne,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,,"Helsana BeneFit PLUS Telemedizin,","KVGO,","374.15,",374.15,  ,2500
101425406,101425406,Haldi,Armin,,,1/26/2003,m,DE,rue de Castelnau,16,68000,Colmar,FR,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","170.8,",170.8,  ,300
101445348,101445348,Honegger,Lucas Omar,,,10/17/1993,m,IT,Contrada Fontanelle,3,6612,Ascona,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,SANA,TOP,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,SANA,TOP,","KVGO,VVG,VVG,VVG,","380.15,5.8,21.45,17.65,",425.05,I135521 Cresto Nicola,2500
101456798,101456798,Kelly,Ciaran,41982354267,Ciaran.Kelly@mymail.com,6/22/1975,m,FR,Chemin des Plantées,30,74290,Menthon St Bernard,FR,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","189.8,",189.8,  ,300
101457656,101457656,Schiliro,Anton,,,4/12/1998,m,DE,Burggartenstrasse,19,4103,Bottmingen,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","344.35,",344.35,N021713 Mosimann Philippe,2500
101459363,101459363,Cerqueira Da Costa,Joao,,,4/6/1986,m,FR,Sentier du Danube,1,1024,Ecublens VD,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","368.25,",368.25,A898022 EHC Centre médical de Chavannes-près-Renens ,2500
101463105,101463105,Stettler,Ivana,41983324588,Ivana.Stettler@mymail.com,11/28/1981,w,FR,Vy-Creuse,3,1196,Gland,CH,Standardzahler,eBill (EBPPY),E-Billing Yellowbill,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,,"Helsana BeneFit PLUS Hausarzt,","KVGO,","487.55,",487.55,B675322 Cabinet Médical Mauverney Sàrl ,300
101465084,101465087,Placido Lino Ferreira,Ana Margarida,,,4/22/2017,w,DE,Freidorfweg,2,4132,Muttenz,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"Mitgliederbeitrag PRO LIFE,COMPLETA,HOSPITAL ECO,PREVEA Krankheit,PREVEA Unfall,","Mitgliederbeitrag PRO LIFE,Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,PREVEA Krankheit,PREVEA Unfall,","DLI,KVGO,VVG,VVG,VVG,VVG,","5,136.05,24.55,1.4,4.3,4.5,",175.8,K102613 Corfu Aurelio,0
101465084,101465086,Hegetschweiler,Max,,,6/13/2015,m,DE,Freidorfweg,2,4132,Muttenz,CH,,,,,,,,Helsana BeneFit PLUS Hausarzt,"Mitgliederbeitrag PRO LIFE,COMPLETA,HOSPITAL ECO,PREVEA Krankheit,PREVEA Unfall,","Mitgliederbeitrag PRO LIFE,Helsana BeneFit PLUS Hausarzt,COMPLETA,HOSPITAL ECO,PREVEA Krankheit,PREVEA Unfall,","DLI,KVGO,VVG,VVG,VVG,VVG,","5,136.05,24.55,1.4,4.3,4.5,",175.8,K102613 Corfu Aurelio,0
101465084,101465084,Stäger,Arnold,41983436042,Arnold.Staeger@mymail.com,12/22/1991,m,DE,Freidorfweg,2,4132,Muttenz,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Telemedizin,"Mitgliederbeitrag PRO LIFE,COMPLETA,HOSPITAL ECO,","Mitgliederbeitrag PRO LIFE,Helsana BeneFit PLUS Telemedizin,COMPLETA,HOSPITAL ECO,","DLI,KVGO,VVG,VVG,","5,361.45,38.4,3.9,",408.75,  ,2500
101465084,101465085,Zinar,Yasmin,,,5/28/1994,w,DE,Freidorfweg,2,4132,Muttenz,CH,,,,,,,,Helsana BeneFit PLUS Telemedizin,"Mitgliederbeitrag PRO LIFE,COMPLETA,HOSPITAL ECO,","Mitgliederbeitrag PRO LIFE,Helsana BeneFit PLUS Telemedizin,COMPLETA,HOSPITAL ECO,","DLI,KVGO,VVG,VVG,","5,517.35,42.2,3.9,",568.45,  ,300
101487590,101487590,Ravindran,Prathigna,,,11/4/2001,w,IT,Schulgasse,3,3506,Grosshöchstetten,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO,","Helsana BeneFit PLUS Hausarzt,HOSPITAL ECO,","KVGO,VVG,","339.35,1.65,",341,J567802 Centerpraxis AG ,300
101491545,101491545,Otto,Marion,,,8/12/1927,w,DE,Viktoriastrasse,21,3013,Bern,CH,Drittzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),Bankverbindung,PostFinance AG,Helsana BASIS Standard,,"Helsana BASIS Standard,","KVGO,","585.65,",585.65,  ,300
101491545,101491545,Otto,Marion,,,8/12/1927,w,DE,Viktoriastrasse,21,3013,Bern,CH,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BASIS Standard,,"Helsana BASIS Standard,","KVGO,","585.65,",585.65,  ,300
101503558,101503558,Hatem Begdouri,Adel André,,,6/9/1985,m,DE,Rzepiennik Strzyzewski,341,33-163,Rzepiennik Strzyzewski,PL,Standardzahler,QR-Rechnung,,,ASR (Auszahlungsscheck),,,Helsana BASIS Ausland,,"Helsana BASIS Ausland,","KVGO,","210.2,",210.2,  ,300
123456,123456,Blessing,Alan ,,,8/6/1993,m,DE,Altweg,9,6048,Zürich,CH,Standardzahler,QR-Rechnung,,,EZAG (Elektronischer Zahlungsauftrag),,UBS Switzerland AG (formerly Credit Suisse),Helsana BeneFit PLUS Hausarzt,"HOSPITAL ECO, SANA,TOP,","Helsana BeneFit PLUS Hausarzt, HOSPITAL ECO, SANA,TOP","KVGO,","210.2,",210.2,,1500
